market_id,product_id
1003563,4
1003563,5
1003563,6
1003563,7
1003563,8
1003563,9
1003563,10
1003563,13
1003563,16
1003563,19
1003563,20
1003563,24
1003563,27
1019438,2
1019438,3
1019438,4
1019438,6
1019438,9
1019438,10
1019438,11
1019438,13
1019438,15
1019438,17
1019438,18
1019438,19
1019438,24
1019438,27
1012157,2
1012157,3
1012157,4
1012157,6
1012157,8
1012157,9
1012157,10
1012157,11
1012157,13
1012157,16
1012157,18
1012157,19
1012157,22
1012157,24
1005944,1
1005944,2
1005944,3
1005944,4
1005944,5
1005944,6
1005944,7
1005944,8
1005944,9
1005944,10
1005944,11
1005944,12
1005944,13
1005944,15
1005944,16
1005944,17
1005944,18
1005944,19
1005944,20
1005944,21
1005944,22
1005944,23
1005944,24
1005944,25
1005944,26
1005944,27
1005944,28
1005944,30
1019647,2
1019647,3
1019647,4
1019647,5
1019647,6
1019647,8
1019647,9
1019647,10
1019647,11
1019647,13
1019647,16
1019647,17
1019647,18
1019647,19
1019647,20
1019647,24
1019647,28
1020084,2
1020084,4
1020084,5
1020084,6
1020084,8
1020084,9
1020084,10
1020084,11
1020084,13
1020084,16
1020084,17
1020084,20
1020084,24
1003516,1
1003516,2
1003516,3
1003516,5
1003516,6
1003516,7
1003516,8
1003516,9
1003516,10
1003516,11
1003516,12
1003516,13
1003516,16
1003516,17
1003516,18
1003516,19
1003516,23
1003516,24
1003516,25
1003516,27
1003516,29
1003516,30
1020060,1
1020060,2
1020060,3
1020060,4
1020060,5
1020060,6
1020060,7
1020060,8
1020060,9
1020060,10
1020060,11
1020060,12
1020060,16
1020060,18
1020060,19
1020060,20
1020060,21
1020060,22
1020060,23
1020060,24
1020060,25
1020060,27
1020060,30
1019484,2
1019484,5
1019484,6
1019484,9
1019484,10
1019484,11
1019484,13
1019484,16
1019484,18
1019484,22
1019484,24
1019096,1
1019096,4
1019096,5
1019096,6
1019096,9
1019096,10
1019096,11
1019096,12
1019096,16
1019096,17
1019096,18
1019096,19
1019096,22
1019096,24
1019096,25
1019096,26
1019096,28
1018934,2
1018934,4
1018934,5
1018934,6
1018934,8
1018934,9
1018934,10
1018934,11
1018934,12
1018934,13
1018934,16
1018934,17
1018934,19
1018934,23
1018934,24
1018934,26
1018934,27
1018934,30
1019350,2
1019350,3
1019350,4
1019350,5
1019350,6
1019350,10
1019350,11
1019350,12
1019350,16
1019350,17
1019350,18
1019350,19
1019350,22
1019350,23
1019350,24
1019350,25
1019350,26
1019350,27
1019350,28
1000431,1
1000431,2
1000431,3
1000431,4
1000431,5
1000431,6
1000431,7
1000431,8
1000431,9
1000431,10
1000431,11
1000431,12
1000431,13
1000431,15
1000431,16
1000431,17
1000431,18
1000431,19
1000431,20
1000431,22
1000431,24
1000431,25
1000431,26
1000431,27
1000431,28
1021359,1
1021359,2
1021359,3
1021359,5
1021359,6
1021359,7
1021359,8
1021359,9
1021359,10
1021359,11
1021359,12
1021359,13
1021359,17
1021359,18
1021359,22
1021359,24
1021359,26
1021359,27
1021733,2
1021733,5
1021733,6
1021733,9
1021733,10
1021733,12
1021733,13
1021733,16
1021733,17
1021733,18
1021733,22
1021733,24
1021733,27
1021732,1
1021732,2
1021732,3
1021732,4
1021732,5
1021732,6
1021732,7
1021732,8
1021732,9
1021732,10
1021732,11
1021732,12
1021732,13
1021732,17
1021732,18
1021732,19
1021732,22
1021732,24
1021732,26
1021732,27
1019662,2
1019662,3
1019662,4
1019662,5
1019662,6
1019662,8
1019662,9
1019662,10
1019662,11
1019662,12
1019662,13
1019662,15
1019662,16
1019662,17
1019662,18
1019662,19
1019662,22
1019662,24
1019662,27
1019662,30
1019904,2
1019904,3
1019904,5
1019904,6
1019904,7
1019904,8
1019904,9
1019904,10
1019904,11
1019904,18
1019904,22
1019904,23
1019904,24
1019904,29
1019222,1
1019222,2
1019222,4
1019222,5
1019222,6
1019222,8
1019222,9
1019222,10
1019222,11
1019222,13
1019222,15
1019222,16
1019222,17
1019222,18
1019222,19
1019222,22
1019222,23
1019222,24
1019222,28
1019222,30
1019495,2
1019495,4
1019495,5
1019495,6
1019495,7
1019495,8
1019495,9
1019495,10
1019495,11
1019495,13
1019495,15
1019495,16
1019495,17
1019495,18
1019495,19
1019495,20
1019495,21
1019495,22
1019495,24
1019495,25
1019495,28
1020068,2
1020068,3
1020068,4
1020068,5
1020068,6
1020068,7
1020068,8
1020068,9
1020068,10
1020068,11
1020068,12
1020068,15
1020068,16
1020068,17
1020068,20
1020068,22
1020068,23
1020068,24
1020068,25
1020068,26
1020068,27
1020068,30
1009810,1
1009810,2
1009810,3
1009810,4
1009810,5
1009810,6
1009810,7
1009810,8
1009810,9
1009810,10
1009810,11
1009810,12
1009810,13
1009810,17
1009810,19
1009810,21
1009810,22
1009810,24
1009810,27
1009810,28
1021627,1
1021627,2
1021627,3
1021627,4
1021627,5
1021627,6
1021627,7
1021627,8
1021627,9
1021627,10
1021627,11
1021627,13
1021627,15
1021627,16
1021627,17
1021627,18
1021627,19
1021627,20
1021627,21
1021627,22
1021627,23
1021627,24
1021627,26
1021627,27
1021627,28
1021627,30
1001245,2
1001245,4
1001245,5
1001245,6
1001245,8
1001245,9
1001245,10
1001245,11
1001245,12
1001245,13
1001245,15
1001245,16
1001245,17
1001245,18
1001245,19
1001245,20
1001245,22
1001245,24
1001245,28
1002984,2
1002984,5
1002984,6
1002984,9
1002984,10
1002984,11
1002984,13
1002984,15
1002984,16
1002984,19
1002984,20
1002984,22
1002984,24
1002984,25
1002984,27
1005086,1
1005086,2
1005086,3
1005086,5
1005086,6
1005086,8
1005086,9
1005086,10
1005086,11
1005086,12
1005086,13
1005086,15
1005086,16
1005086,17
1005086,18
1005086,19
1005086,20
1005086,21
1005086,22
1005086,23
1005086,24
1005086,25
1005086,27
1005086,28
1005086,30
1018033,1
1018033,2
1018033,5
1018033,6
1018033,8
1018033,9
1018033,10
1018033,11
1018033,13
1018033,17
1018033,18
1018033,19
1018033,21
1018033,24
1018033,26
1018032,1
1018032,2
1018032,4
1018032,5
1018032,6
1018032,7
1018032,8
1018032,9
1018032,10
1018032,11
1018032,13
1018032,16
1018032,17
1018032,18
1018032,19
1018032,22
1018032,23
1018032,24
1018032,25
1018032,26
1018032,27
1018032,28
1021450,2
1021450,3
1021450,4
1021450,5
1021450,6
1021450,8
1021450,9
1021450,10
1021450,11
1021450,12
1021450,13
1021450,15
1021450,16
1021450,17
1021450,18
1021450,19
1021450,20
1021450,21
1021450,22
1021450,24
1021450,28
1018330,1
1018330,2
1018330,3
1018330,4
1018330,5
1018330,6
1018330,7
1018330,8
1018330,9
1018330,10
1018330,11
1018330,12
1018330,13
1018330,15
1018330,16
1018330,17
1018330,18
1018330,19
1018330,21
1018330,22
1018330,24
1018330,26
1018330,27
1018330,28
1018330,30
1021225,1
1021225,2
1021225,3
1021225,5
1021225,6
1021225,7
1021225,8
1021225,9
1021225,10
1021225,11
1021225,15
1021225,17
1021225,20
1021225,22
1021225,24
1021225,25
1021225,26
1021225,27
1021225,29
1019789,1
1019789,2
1019789,3
1019789,4
1019789,5
1019789,9
1019789,10
1019789,11
1019789,13
1019789,15
1019789,18
1019789,19
1019789,21
1019789,22
1019789,24
1019789,25
1019789,26
1021329,2
1021329,4
1021329,5
1021329,6
1021329,9
1021329,10
1021329,11
1021329,12
1021329,15
1021329,16
1021329,18
1021329,19
1021329,22
1021329,24
1021329,30
1000559,2
1000559,4
1000559,5
1000559,6
1000559,8
1000559,9
1000559,11
1000559,16
1000559,18
1000559,19
1000559,24
1000559,30
1021534,1
1021534,2
1021534,4
1021534,5
1021534,6
1021534,8
1021534,9
1021534,10
1021534,11
1021534,12
1021534,13
1021534,15
1021534,16
1021534,17
1021534,18
1021534,19
1021534,20
1021534,21
1021534,22
1021534,23
1021534,24
1021534,26
1021534,27
1021534,28
1019396,2
1019396,4
1019396,5
1019396,6
1019396,10
1019396,11
1019396,13
1019396,18
1019396,19
1019126,1
1019126,2
1019126,3
1019126,5
1019126,6
1019126,9
1019126,11
1019126,18
1019126,19
1019126,24
1019126,28
1021528,1
1021528,2
1021528,3
1021528,4
1021528,5
1021528,6
1021528,8
1021528,9
1021528,10
1021528,11
1021528,12
1021528,13
1021528,15
1021528,16
1021528,17
1021528,18
1021528,19
1021528,22
1021528,24
1021528,27
1021528,28
1021528,30
1021530,2
1021530,3
1021530,4
1021530,6
1021530,8
1021530,9
1021530,10
1021530,11
1021530,13
1021530,17
1021530,18
1021530,19
1021530,22
1021530,23
1021530,24
1021530,25
1021530,26
1021530,27
1021530,28
1021529,2
1021529,3
1021529,4
1021529,6
1021529,8
1021529,9
1021529,10
1021529,11
1021529,12
1021529,13
1021529,15
1021529,17
1021529,18
1021529,19
1021529,21
1021529,22
1021529,23
1021529,24
1021529,25
1021529,26
1021529,27
1021529,28
1021529,30
1019044,1
1019044,2
1019044,3
1019044,4
1019044,5
1019044,6
1019044,8
1019044,9
1019044,10
1019044,11
1019044,13
1019044,16
1019044,17
1019044,18
1019044,19
1019044,24
1019044,30
1019076,1
1019076,2
1019076,5
1019076,6
1019076,8
1019076,9
1019076,10
1019076,11
1019076,12
1019076,13
1019076,16
1019076,17
1019076,19
1019076,24
1019076,27
1021338,1
1021338,2
1021338,3
1021338,4
1021338,5
1021338,6
1021338,7
1021338,8
1021338,9
1021338,10
1021338,11
1021338,12
1021338,13
1021338,15
1021338,16
1021338,17
1021338,18
1021338,19
1021338,20
1021338,21
1021338,22
1021338,23
1021338,24
1021338,25
1021338,26
1021338,27
1021338,28
1021338,30
1021521,2
1021521,4
1021521,6
1021521,9
1021521,11
1021521,15
1021521,24
1012081,1
1012081,2
1012081,3
1012081,5
1012081,6
1012081,8
1012081,9
1012081,11
1012081,12
1012081,13
1012081,16
1012081,17
1012081,18
1012081,19
1012081,22
1012081,23
1012081,24
1012081,26
1021582,2
1021582,4
1021582,6
1021582,9
1021582,10
1021582,11
1021582,16
1021582,18
1021582,19
1021582,20
1021582,21
1021582,24
1001604,2
1001604,3
1001604,4
1001604,5
1001604,6
1001604,8
1001604,9
1001604,10
1001604,11
1001604,16
1001604,18
1001604,22
1001604,24
1001604,27
1020029,1
1020029,2
1020029,4
1020029,5
1020029,6
1020029,8
1020029,9
1020029,10
1020029,11
1020029,15
1020029,16
1020029,18
1020029,19
1020029,22
1020029,24
1020029,27
1003335,2
1003335,3
1003335,4
1003335,5
1003335,6
1003335,7
1003335,8
1003335,9
1003335,10
1003335,11
1003335,13
1003335,18
1003335,19
1003335,22
1003335,24
1003335,25
1003335,26
1003335,27
1019871,9
1000436,2
1000436,4
1000436,6
1000436,8
1000436,9
1000436,10
1000436,11
1000436,13
1000436,15
1000436,16
1000436,17
1000436,18
1000436,19
1000436,20
1000436,22
1000436,24
1000436,26
1000436,28
1021540,1
1021540,2
1021540,3
1021540,5
1021540,6
1021540,8
1021540,9
1021540,10
1021540,11
1021540,12
1021540,13
1021540,16
1021540,17
1021540,18
1021540,19
1021540,22
1021540,24
1021540,26
1021540,28
1021265,2
1021265,3
1021265,4
1021265,5
1021265,6
1021265,8
1021265,9
1021265,10
1021265,11
1021265,12
1021265,16
1021265,19
1021265,21
1021265,24
1021265,27
1021443,2
1021443,3
1021443,4
1021443,5
1021443,6
1021443,8
1021443,9
1021443,10
1021443,11
1021443,12
1021443,13
1021443,16
1021443,17
1021443,18
1021443,19
1021443,21
1021443,22
1021443,23
1021443,24
1019617,2
1019617,5
1019617,6
1019617,7
1019617,8
1019617,9
1019617,10
1019617,11
1019617,13
1019617,15
1019617,17
1019617,18
1019617,19
1019617,21
1019617,22
1019617,24
1019617,26
1019617,27
1019617,28
1019617,30
1019874,9
1019874,24
1020102,2
1020102,4
1020102,9
1020102,10
1020102,11
1020102,19
1020102,23
1020102,24
1018735,2
1018735,4
1018735,5
1018735,6
1018735,7
1018735,8
1018735,9
1018735,10
1018735,11
1018735,13
1018735,16
1018735,17
1018735,18
1018735,19
1018735,20
1018735,22
1018735,24
1018735,30
1019875,9
1019875,24
1020097,2
1020097,4
1020097,5
1020097,6
1020097,9
1020097,10
1020097,11
1020097,12
1020097,13
1020097,17
1020097,19
1020097,27
1021630,2
1021630,4
1021630,5
1021630,8
1021630,9
1021630,10
1021630,11
1021630,18
1021630,19
1021630,22
1021630,24
1021630,28
1019853,1
1019853,2
1019853,3
1019853,4
1019853,5
1019853,6
1019853,7
1019853,8
1019853,9
1019853,10
1019853,11
1019853,12
1019853,13
1019853,16
1019853,17
1019853,18
1019853,19
1019853,21
1019853,22
1019853,24
1019853,26
1019853,27
1019400,1
1019400,2
1019400,3
1019400,5
1019400,6
1019400,8
1019400,9
1019400,10
1019400,11
1019400,13
1019400,16
1019400,17
1019400,18
1019400,19
1019400,21
1019400,22
1019400,24
1019400,25
1019400,27
1019400,30
1010607,1
1010607,2
1010607,3
1010607,4
1010607,5
1010607,6
1010607,8
1010607,9
1010607,10
1010607,11
1010607,12
1010607,13
1010607,16
1010607,17
1010607,18
1010607,19
1010607,20
1010607,21
1010607,22
1010607,24
1010607,27
1010607,28
1011902,2
1011902,4
1011902,5
1011902,8
1011902,9
1011902,10
1011902,11
1011902,12
1011902,16
1011902,19
1011902,24
1021363,1
1021363,2
1021363,4
1021363,5
1021363,9
1021363,10
1021363,11
1021363,12
1021363,19
1008140,1
1008140,2
1008140,4
1008140,5
1008140,6
1008140,8
1008140,9
1008140,10
1008140,11
1008140,15
1008140,16
1008140,18
1008140,19
1008140,20
1008140,24
1002064,2
1002064,4
1002064,5
1002064,6
1002064,8
1002064,9
1002064,10
1002064,11
1002064,12
1002064,13
1002064,16
1002064,19
1002064,24
1011363,2
1011363,4
1011363,5
1011363,6
1011363,9
1011363,10
1011363,11
1011363,12
1011363,19
1011363,24
1001316,1
1001316,2
1001316,4
1001316,5
1001316,8
1001316,9
1001316,10
1001316,11
1001316,12
1001316,13
1001316,16
1001316,19
1001316,22
1001316,24
1001316,30
1001533,1
1001533,2
1001533,3
1001533,4
1001533,5
1001533,6
1001533,7
1001533,8
1001533,9
1001533,10
1001533,11
1001533,13
1001533,15
1001533,17
1001533,18
1001533,19
1001533,22
1001533,24
1001533,27
1018644,1
1018644,2
1018644,4
1018644,5
1018644,6
1018644,8
1018644,9
1018644,11
1018644,13
1018644,15
1018644,16
1018644,17
1018644,19
1018644,20
1018644,24
1021403,2
1021403,3
1021403,4
1021403,5
1021403,6
1021403,8
1021403,9
1021403,10
1021403,11
1021403,16
1021403,17
1021403,18
1021403,19
1021403,22
1021403,24
1021403,27
1005183,1
1005183,2
1005183,3
1005183,4
1005183,5
1005183,6
1005183,8
1005183,9
1005183,10
1005183,11
1005183,13
1005183,16
1005183,17
1005183,18
1005183,19
1005183,22
1005183,24
1005183,26
1005183,27
1005183,30
1019005,2
1019005,3
1019005,4
1019005,8
1019005,9
1019005,10
1019005,11
1019005,12
1019005,19
1019005,21
1019005,24
1021628,1
1021628,2
1021628,3
1021628,4
1021628,5
1021628,6
1021628,7
1021628,8
1021628,9
1021628,11
1021628,12
1021628,13
1021628,15
1021628,17
1021628,18
1021628,19
1021628,24
1021628,27
1021628,28
1019168,5
1019168,6
1019168,9
1019168,10
1019168,11
1019168,16
1019168,18
1019168,24
1019168,26
1019169,9
1019169,10
1019169,11
1019169,16
1019169,24
1019967,2
1019967,9
1019967,10
1019967,11
1019967,13
1019967,16
1019967,19
1019967,24
1021322,1
1021322,2
1021322,5
1021322,9
1021322,10
1021322,19
1021322,24
1021322,26
1021322,27
1010406,1
1010406,2
1010406,3
1010406,4
1010406,5
1010406,6
1010406,7
1010406,8
1010406,9
1010406,10
1010406,11
1010406,13
1010406,15
1010406,16
1010406,17
1010406,18
1010406,19
1010406,21
1010406,22
1010406,24
1010406,25
1010406,26
1010406,27
1010406,28
1010406,30
1012494,2
1012494,5
1012494,6
1012494,8
1012494,9
1012494,10
1012494,11
1012494,13
1012494,15
1012494,17
1012494,18
1012494,19
1012494,24
1012494,27
1020196,1
1020196,2
1020196,3
1020196,5
1020196,6
1020196,7
1020196,8
1020196,9
1020196,10
1020196,11
1020196,15
1020196,17
1020196,18
1020196,19
1020196,20
1020196,23
1020196,24
1020196,25
1020196,26
1020196,27
1019765,1
1019765,2
1019765,5
1019765,6
1019765,7
1019765,9
1019765,10
1019765,11
1019765,13
1019765,17
1019765,18
1019765,22
1019765,24
1019765,28
1005949,2
1005949,3
1005949,4
1005949,5
1005949,6
1005949,8
1005949,9
1005949,10
1005949,11
1005949,13
1005949,15
1005949,16
1005949,17
1005949,18
1005949,19
1005949,20
1005949,22
1005949,24
1005949,25
1005949,28
1019338,2
1019338,4
1019338,5
1019338,6
1019338,8
1019338,9
1019338,10
1019338,11
1019338,12
1019338,13
1019338,16
1019338,17
1019338,18
1019338,19
1019338,20
1019338,22
1019338,24
1019338,26
1019338,27
1019338,30
1019339,2
1019339,4
1019339,6
1019339,8
1019339,9
1019339,10
1019339,11
1019339,12
1019339,13
1019339,17
1019339,18
1019339,19
1019339,22
1019339,24
1019339,26
1019339,30
1019591,2
1019591,3
1019591,4
1019591,5
1019591,6
1019591,7
1019591,8
1019591,9
1019591,10
1019591,13
1019591,16
1019591,18
1019591,19
1019591,21
1019591,22
1019591,24
1021508,2
1021508,4
1021508,5
1021508,6
1021508,8
1021508,9
1021508,10
1021508,11
1021508,16
1021508,18
1021508,19
1021508,22
1021508,24
1021508,26
1021508,28
1011037,2
1011037,4
1011037,5
1011037,6
1011037,8
1011037,9
1011037,10
1011037,11
1011037,13
1011037,16
1011037,18
1011037,19
1011037,21
1011037,22
1011037,24
1011037,28
1012163,1
1012163,2
1012163,3
1012163,4
1012163,5
1012163,6
1012163,8
1012163,9
1012163,10
1012163,11
1012163,13
1012163,16
1012163,17
1012163,18
1012163,19
1012163,20
1012163,22
1012163,24
1012163,27
1011829,1
1011829,2
1011829,3
1011829,5
1011829,6
1011829,7
1011829,8
1011829,9
1011829,10
1011829,11
1011829,12
1011829,13
1011829,17
1011829,18
1011829,19
1011829,21
1011829,22
1011829,24
1011829,26
1011829,27
1011829,30
1018396,1
1018396,2
1018396,3
1018396,4
1018396,5
1018396,6
1018396,7
1018396,8
1018396,9
1018396,10
1018396,11
1018396,12
1018396,13
1018396,15
1018396,16
1018396,17
1018396,18
1018396,19
1018396,20
1018396,22
1018396,23
1018396,24
1018396,25
1018396,28
1018396,30
1018563,1
1018563,2
1018563,3
1018563,4
1018563,5
1018563,6
1018563,7
1018563,8
1018563,9
1018563,10
1018563,11
1018563,12
1018563,13
1018563,17
1018563,18
1018563,19
1018563,22
1018563,23
1018563,24
1018563,25
1018563,27
1018563,30
1019932,2
1019932,4
1019932,5
1019932,9
1019932,10
1019932,11
1019932,18
1019932,24
1020098,2
1020098,4
1020098,5
1020098,8
1020098,9
1020098,10
1020098,11
1020098,13
1020098,16
1020098,17
1020098,19
1020098,23
1020098,24
1019372,1
1019372,2
1019372,5
1019372,9
1019372,10
1019372,11
1019372,12
1019372,13
1019372,16
1019372,19
1019372,20
1019372,24
1019440,2
1019440,4
1019440,5
1019440,6
1019440,9
1019440,10
1019440,11
1019440,16
1019440,19
1019440,24
1018092,2
1018092,3
1018092,4
1018092,5
1018092,6
1018092,7
1018092,9
1018092,11
1018092,13
1018092,17
1018092,18
1018092,19
1018092,21
1018092,22
1018092,24
1018313,1
1018313,2
1018313,3
1018313,5
1018313,6
1018313,7
1018313,8
1018313,9
1018313,10
1018313,11
1018313,13
1018313,15
1018313,16
1018313,17
1018313,18
1018313,19
1018313,21
1018313,22
1018313,24
1018313,25
1018313,26
1018313,27
1018313,30
1018316,1
1018316,2
1018316,3
1018316,4
1018316,6
1018316,7
1018316,8
1018316,9
1018316,10
1018316,11
1018316,12
1018316,13
1018316,15
1018316,17
1018316,18
1018316,19
1018316,22
1018316,23
1018316,24
1018316,25
1018316,26
1018316,27
1018316,30
1020101,1
1020101,2
1020101,5
1020101,6
1020101,9
1020101,10
1020101,11
1020101,13
1020101,16
1020101,17
1020101,20
1020101,24
1006833,2
1006833,4
1006833,6
1006833,8
1006833,9
1006833,10
1006833,11
1006833,16
1006833,18
1006833,19
1006833,21
1006833,24
1006833,27
1019318,2
1019318,4
1019318,5
1019318,6
1019318,8
1019318,9
1019318,10
1019318,11
1019318,13
1019318,16
1019318,17
1019318,19
1019318,24
1019318,27
1019693,2
1019693,4
